asset,n_obs,mean,std,skew,kurtosis_excess
SPY,2809,0.0004954770011091644,0.011209603997043361,-0.5754646648800524,14.461548549602796
BTC,2809,0.0018886257409488074,0.042404225962726416,-0.5953314830127612,9.42187714865379
